transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,value,feeInLink,feeInSol,feeInW0G,feeInUSD,blockTimestamp
0x49925e01f6e7d413fc6dba7e3708ee76fd861db39ed2f01dba5b7b6aa31b4f07,0x57ec4f7cf36f96cb0bdd8914ac57b9683693b0c0,ethereum-mainnet,ethereum-mainnet-ink-1,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,201433929865900285833,201.433929865900285833,1.0004582996330893,201.53,0.022772738179562119,,,0.50,2025-10-04T01:53:47
0x4197eb08cf72bb5f5571200f7b1e946c933cbe00b88aa299b018df49658b739c,0x7e8fbbdef68a2a965646fb95847fd8773cd2afc5,ethereum-mainnet,ethereum-mainnet-base-1,0x14fee680690900ba0cccfc76ad70fd1b95d10e16,$PAAL,3620722476620,3620.722476620,0.06351679962577139,229.98,0.023004568421273280,,,0.51,2025-10-04T01:58:59
0xd5e6ea075af55f7cd818f9721f1c994bab38ccfcc9885eac5b70b0e5edb2a20b,0x622c55093da0f493d9fb5dd50ed96c2cafa4b9e5,ethereum-mainnet,ronin-mainnet,0xae78736cd615f374d3085123a210448e74fc6393,rETH,43640789353583690539,43.640789353583690539,5142.71560723187,224432.17,0.022932776647977951,,,0.51,2025-10-04T02:00:59
0x9836420295fb1cad32d77207af0545e66cd0e8534ce0d9542d8aa98b54d88607,0x7e8fbbdef68a2a965646fb95847fd8773cd2afc5,ethereum-mainnet,binance_smart_chain-mainnet,0x14fee680690900ba0cccfc76ad70fd1b95d10e16,$PAAL,2267596377944,2267.596377944,0.06351679962577139,144.03,0.026211965278593933,,,0.58,2025-10-04T02:05:59
0xa222ebb73a09418bd362fcf20f6fa7c819b1dbacf6218f6bd7037ca7c516d813,0xfc6186f9b0d4a87244190c5f74ef6610cae25ed6,ethereum-mainnet,polygon-mainnet,0x8b04bf3358b88e3630aa64c1c76ff3b6c699c6a7,xIXT,1180713074309814213679,1180.713074309814213679,0.1379137871598674,162.84,0.023014523940838423,,,0.51,2025-10-04T02:09:47
0xac88c5e5972b05dea5c4d3f0b26c7c321de0f500711335569241f66589fde901,0x9867de173be577dca780672183df8bd977a39ee4,ethereum-mainnet,ethereum-mainnet-base-1,0x14fee680690900ba0cccfc76ad70fd1b95d10e16,$PAAL,89965950000000,89965.950000000,0.06351679962577139,5714.35,0.022912105461859303,,,0.50,2025-10-04T02:15:11
0xf8a27582414a794b4b486b1e8ab52af01618ff3af22aa0692db93e2a8c29892b,0x65a8f07bd9a8598e1b5b6c0a88f4779dbc077675,ethereum-mainnet,avalanche-mainnet,0x3d5f61a4bb385b6d1eb34f47aa790a996f1eba65,MYST,23102177191100896247808,23102.177191100896247808,0.039338954288965916,908.82,0.023652267329205865,,,0.52,2025-10-04T02:41:47
0x818cab65341e850118d83ba795e70ec15ad989b3594061e0b2f8b70d137e8a3a,0xda9c23e3b0a590c6c3c59f0aaa33c1d121f896ff,ethereum-mainnet,avalanche-mainnet,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,51926144036696339921791,51926.144036696339921791,1.0004582996330893,51949.94,0.023379793287117676,,,0.52,2025-10-04T02:57:59
0xb0918be552768dd39ab8c67ba4eb328e8b5db4e58d0e16ab4b40544d18510dcd,0x63c9e4f81716debc57db9fbc60600106a44b9964,ethereum-mainnet,bitcoin-mainnet-bob-1,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,3037118389,3037.118389,0.9998,3036.51,0.022833183386493441,,,0.50,2025-10-04T03:01:11
0xc7379fc44e35028c8b73fa2ba7cb70713e1494697bb69cd0c7d8ca11b5671ca5,0x7488a08e91427c0915ce468dd617416da5dbb30c,ethereum-mainnet,binance_smart_chain-mainnet,0xfa2b947eec368f42195f24f36d2af29f7c24cec2,USDf,1030747655213075982236,1030.747655213075982236,0.9977412364448514,1028.42,0.025012468458870368,,,0.55,2025-10-04T03:09:47
0x5d94aafe5475d556c43d8c1aeb74177003a2939295b5397380b032acd372f75a,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-base-1,0x514910771af9ca656af840dff83e8264ecf986ca,LINK,302107381000000000000,302.107381000000000000,22.029769303409047,6655.36,0.022955838128389163,,,0.51,2025-10-04T03:10:47
0x2a15166ded0a9ac8c4928953218e5fcaa91ad0d53e8c1e2b9936e5eba23fec6f,0xf0000058000021003e4754dca700c766de7601c2,ethereum-mainnet,ethereum-mainnet-arbitrum-1,,,,,,,0.027178935227989982,,,0.60,2025-10-04T03:19:47
0x2a15166ded0a9ac8c4928953218e5fcaa91ad0d53e8c1e2b9936e5eba23fec6f,0xf0000058000021003e4754dca700c766de7601c2,ethereum-mainnet,ethereum-mainnet-arbitrum-1,,,,,,,0.027178935227989982,,,0.60,2025-10-04T03:19:47
0x8a83c8d0f35b36a173ae460a9ca1867302cfa45adc458f0d92527c1b11003320,0xe32091e3846b5e26c2320b26f386d46172f86b00,ethereum-mainnet,binance_smart_chain-mainnet,0xfa2b947eec368f42195f24f36d2af29f7c24cec2,USDf,1017735218469853998085,1017.735218469853998085,0.9977412364448514,1015.44,0.025012468458870368,,,0.55,2025-10-04T03:21:23
0xf038be4ddd40fa5e094ff25cba4d7502e446c731984a23bf9e1e86fd383227db,0xed42a7d8559a463722ca4bed50e0cc05a386b0e1,ethereum-mainnet,polygon-mainnet,,,,,,,0.020432420230836398,,,0.45,2025-10-04T03:23:35
0x5e39bb997bee3463a96f1e6d9dba32651a12d0b14dbdaf4d11fbe44caf977b54,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.022983215052784993,,,0.51,2025-10-04T04:00:59
0x9b49e3fc4eac908d05d3e0e815fa8a464bb96ff49403dccc4439e717b571d0e9,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-base-1,0x004e9c3ef86bc1ca1f0bb5c7662861ee93350568,uniBTC,11071100,0.11071100,121753.92104299586,13479.50,0.022986854119818944,,,0.51,2025-10-04T04:01:47
0xe3f233ffd6e5aa1c42224d11d1d136bc97e57cdd5cfaa8a9f1dc377ae43e75d9,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.022983215052784993,,,0.51,2025-10-04T04:07:59
0x47e3bf450996c59bdcbbaf895e692db308587a9f6f68b41749d0de0e28899b49,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.022983215052784993,,,0.51,2025-10-04T04:10:35
0xfb838931193be58ac22056e9e1093e216ee48eaf79bf980fcbe7a8c9f5d02509,0x017ec5a69e4f46c405eb3d47ff5c47a372dae2be,ethereum-mainnet,binance_smart_chain-mainnet,0xfa2b947eec368f42195f24f36d2af29f7c24cec2,USDf,1016493478036385348455,1016.493478036385348455,0.9977412364448514,1014.20,0.025056135360298465,,,0.55,2025-10-04T04:15:35
0x112888f16ae8c7e9d3a150b63837430de4fe48644d36c2258f0ccd5e7d22ebd2,0xdb57fdf5fd24a9d0e1ea94552eb2c7bdcb28fa27,ethereum-mainnet,ethereum-mainnet-base-1,0x004e9c3ef86bc1ca1f0bb5c7662861ee93350568,uniBTC,50293715,0.50293715,121753.92104299586,61234.57,0.022914370649818900,,,0.50,2025-10-04T04:19:11
0x9f25dbafdab39dc6c8933104f4393cfd868bbc4c2465b07796f51e2386a44596,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-base-1,0x514910771af9ca656af840dff83e8264ecf986ca,LINK,403728932000000000000,403.728932000000000000,22.029769303409047,8894.06,0.022995914553568871,,,0.51,2025-10-04T04:21:47
0x0c3bfeece4e83b5c1be81602da87dcfcaf3f6bcb6ad7bef956af97c1b5c161e5,0x367763e6c36981aca57a6b31181096ca2ea8f3ae,ethereum-mainnet,binance_smart_chain-mainnet,0xfa2b947eec368f42195f24f36d2af29f7c24cec2,USDf,1006603045945015156207,1006.603045945015156207,0.9977412364448514,1004.33,0.025056135360298465,,,0.55,2025-10-04T04:27:23
0xe6ec38f1864888812f3a3a62971ebdb5509cfd3b3efb071ef8e6dd618e850eb4,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.022983215052784993,,,0.51,2025-10-04T04:41:47
0xbe4ed4bc82db862f1cae5e9c7ad4d37f5f126a91cb63f6c429f795d6d21e9d4e,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.022991240077271980,,,0.51,2025-10-04T05:17:59
0x6c2e284b718e4bf987bfbdd67fc60229ef00a48f3e52c87fc54110febab169d0,0x5e819b8ec7afe10794661e743b5f073ec31bda2f,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,15000000000000000,0.015000000000000000,4488.869989319061,67.33,0.024610355159197943,,,0.54,2025-10-04T05:21:11
0x64cc5217527620a259c80c33596027df97030a000bbafa898b601f1ce1519696,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-base-1,0x514910771af9ca656af840dff83e8264ecf986ca,LINK,303675922000000000000,303.675922000000000000,22.029769303409047,6689.91,0.023004414442493921,,,0.51,2025-10-04T05:44:11
0x5b607f26feb51cddbc90caabf6f599206ee04d4d6f10ba8baa124b8f761272fd,0xf9b5e1202ac637bcfed4eed026086531c5847d00,ethereum-mainnet,ronin-mainnet,0xdbb7a34bf10169d6d2d0d02a6cbb436cf4381bfa,ZENT,101987375063590003277824,101987.375063590003277824,0.008987627749060737,916.62,0.022967323987097357,,,0.51,2025-10-04T05:47:23
0xfcc78de7112372ad29c95eaab6bce47d117fbbab42dba8dea2a201ffe6f35c67,0x70c69520eb6595d102bfd8aed8fc58428489c4e4,ethereum-mainnet,ethereum-mainnet-base-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,2032570000000000000000,2032.570000000000000000,6.463737396935211,13138.00,0.022917954806309520,,,0.50,2025-10-04T05:56:35
0x2a9dd9410af3acf071b33a61cc80bf0654507c0455958e5a51c83ada4c21922d,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-base-1,0x514910771af9ca656af840dff83e8264ecf986ca,LINK,202443133000000000000,202.443133000000000000,22.029769303409047,4459.78,0.023004414442493921,,,0.51,2025-10-04T05:56:59
0x968cb3a11b77b6cabe30a73691f47d84f3c3db847e7b33de930c23a648f852bf,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.022991240077271980,,,0.51,2025-10-04T06:12:35
0xe219792dcd153912e38c14f4a363c8de880d2ce9f9e0f7145e82a1405fc89d53,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.022991240077271980,,,0.51,2025-10-04T06:18:35
0xda6c158d021b74cae64ed5293f5de78f02c5758a6654d98baa478e73e5bd80de,0x0772c76c3e4b081e85747f248ed76cc3813d46c4,ethereum-mainnet,binance_smart_chain-mainnet,0x8d0d000ee44948fc98c9b98a4fa4921476f08b0d,USD1,20000000000000000,0.020000000000000000,0.999875756965374,0.02,0.025243268842064775,,,0.56,2025-10-04T07:14:23
0x9bad25c54c7a9a66632d06b3c94b6e076bb3a0dbcbff82135389cd1ceeec09ae,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.022996018999217487,,,0.51,2025-10-04T07:28:23
0x323004ffaff09e35dd41ac92cd8e96d1a2ae17a5527f0ba06d134954c5078d04,0xbf0f1a907967cabddf946693155c71d174bff7de,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x80ac24aa929eaf5013f6436cda2a7ba190f5cc0b,syrupUSDC,151973078063,151973.078063,1.1287636987102143,171541.69,0.024099816849504643,,,0.53,2025-10-04T07:34:11
0xf2a23673ad4a7710d6ee3dcd468c1119a7374a453d6e4055fb9f058c3fd42c8a,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.022996018999217487,,,0.51,2025-10-04T07:36:11
0xb1e4362687322892ea58a250894c0a5f2fa6bce64ecc313af2a58e7198a1f57d,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.022996018999217487,,,0.51,2025-10-04T07:38:59
0x56662839aec62c9b6cf1e3d22e7958e04ca8756ca589b949cae0a5982ea48405,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.022996018999217487,,,0.51,2025-10-04T07:42:47
0x7a5ab7c999dce696f199072d3aeceacf7cfaa9aa57a00424d56493c706408c58,0xea8e47020016ac75281636739e1c4b56eb9a03ad,ethereum-mainnet,ronin-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,561451146,561.451146,0.9998,561.34,0.022967064430063744,,,0.51,2025-10-04T07:46:59
0x385da7eaa43f3a8e61c59b2468cf857de8077f134c3d20fce859f71bcf3715a8,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.022996018999217487,,,0.51,2025-10-04T07:54:23
0xad19bfa722f4fb2a2f09fda0ed6288101c13c36cd6a51769f28a12e260e303f1,0x9e7df82783406e19cc94f450459cc38021bac971,ethereum-mainnet,ethereum-mainnet-base-1,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,1276371387841614175157,1276.371387841614175157,1.0004582996330893,1276.96,0.022939519341573171,,,0.51,2025-10-04T07:55:47
0x15d770bb7d65a47af59a95cec6454135bc001dfd8c3ba2434cef1fe777c092b6,0x04ce218ead72401702dd5f3e56cedb7d2d477777,ethereum-mainnet,binance_smart_chain-mainnet,0x6c76de483f1752ac8473e2b4983a873991e70da7,BTR,2908213992743704903181,2908.213992743704903181,0.08586689402529613,249.72,0.025066560708406460,,,0.55,2025-10-04T07:56:23
0xdb1cdfd6af92116c19d7103b66226cb500538905f819993052066d4a7123728c,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-base-1,0x514910771af9ca656af840dff83e8264ecf986ca,LINK,408238469000000000000,408.238469000000000000,22.029769303409047,8993.40,0.023009483987836626,,,0.51,2025-10-04T08:16:59
0x5247ccf2fa0ca5f80e7a57b08d4739cdd3c828d969dc8b90eee60f2e568b177f,0xa974890156a3649a23a6c0f2ebd77d6f7a7333d4,ethereum-mainnet,binance_smart_chain-mainnet,0xfa2b947eec368f42195f24f36d2af29f7c24cec2,USDf,1004341948118540549816,1004.341948118540549816,0.9977412364448514,1002.07,0.025066560708406460,,,0.55,2025-10-04T08:19:59
0x82aaa36fe97689ba52511046c6f1f62e6d594a4383dcca2a3d4dbc6d6cb16e77,0x9f461fbdce2c9d37e3f80c300407f9832711325c,ethereum-mainnet,binance_smart_chain-mainnet,0xfa2b947eec368f42195f24f36d2af29f7c24cec2,USDf,1005591887491176604997,1005.591887491176604997,0.9977412364448514,1003.32,0.025066560708406460,,,0.55,2025-10-04T08:37:35
0x051fb1ef0b60291f013f8d2d43645db37405a4037df470826b10db093deefed5,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-base-1,0x514910771af9ca656af840dff83e8264ecf986ca,LINK,409306347000000000000,409.306347000000000000,22.029769303409047,9016.92,0.023009483987836626,,,0.51,2025-10-04T08:40:11
0x2662986d51567508ce96bcf2b4ba1d38f7c7d236ac6c4df6b000a4594f90aa99,0x9e7df82783406e19cc94f450459cc38021bac971,ethereum-mainnet,ethereum-mainnet-base-1,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,2003981706679180455105,2003.981706679180455105,1.0004582996330893,2004.90,0.023058395058342993,,,0.51,2025-10-04T08:51:59
0x0b2d3c83da21be1010e977e0674b3ffdfc149b658ca807ed2833ef0988379cfd,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,112000000000000000,0.112000000000000000,4488.869989319061,502.75,0.022966332471428697,,,0.51,2025-10-04T08:56:59
0x98de2ef9c7a5571a01df3a8d75fd0c400ffba487de709755fe77f92fa642e488,0xca3467e0683eb009a3f8bb8d4f9af040684b9763,ethereum-mainnet,ethereum-mainnet-ink-1,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,1007557383895106035748,1007.557383895106035748,1.0004582996330893,1008.02,0.022772344808444599,,,0.50,2025-10-04T08:57:59
0xa666a9ebd244265a90f0ac2686f05c0795c1ebe19ceb18d383887d46b5ebd17c,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.023154015307362167,,,0.51,2025-10-04T09:00:59
0xf4727387247e9ce70f32c943cb5f74258ffd7a18ee88d537e4ebeef1be330649,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.023154015307362167,,,0.51,2025-10-04T09:04:35
0xd159355d56935e854b92ce5b0881e76222c26b3fa6f4b34bffedd9b2e19210c3,0xb8b1be69a221ce7b747ce71f262c0b18bc60df19,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0xd11c452fc99cf405034ee446803b6f6c1f6d5ed8,tETH,2689570943015000000,2.689570943015000000,5469.295623745768,14710.06,0.024097721082997355,,,0.53,2025-10-04T09:07:59
0x8afd50f8cf455ec10ff2197d20bb635ba23984d126139adb6a29eef908a3788e,0x9f6ed1f916e45f0bd49d9b5befca2650e24a0b07,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,50730816057324011472,50.730816057324011472,1.0004582996330893,50.75,0.024263660372070717,,,0.53,2025-10-04T09:14:11
0x0be9f171b42c5d9a96bcf5c0cad4905a0dd4d48cdc9f9a91b9d7434f1dc1c43e,0x2298d44cfda0ceafe7f5ef5fd587b67d7b9b1fbb,ethereum-mainnet,sonic-mainnet,0x8236a87084f8b84306f72007f36f2618a5634494,LBTC,8083600,0.08083600,122590.27506517418,9909.71,0.023510391965206396,,,0.52,2025-10-04T09:25:35
0x85cb7952ef7dc7beb7752c50e1c322b5c7c389ff893e2c20df9ac0ed2d62f589,0x5da0de8594bb15d6424c751d5137b826e605fd72,ethereum-mainnet,ethereum-mainnet-base-1,0x004e9c3ef86bc1ca1f0bb5c7662861ee93350568,uniBTC,922697,0.00922697,121753.92104299586,1123.42,0.023029732699029300,,,0.51,2025-10-04T09:27:59
0xc911328094cc16a6d80c93fb9bb00d50661021d854d1dd6cf4cad2cc81fe8065,0xa462111ed885c4b2cdb4ffefdce0805bde2e36c0,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x243c9be13faba09f945ccc565547293337da0ad7,TRUF,37639638073805153000000,37639.638073805153000000,0.018652227676235755,702.06,0.024097721082997355,,,0.53,2025-10-04T09:47:47
0xd5f46ef7a8c38e101ec113b2f3014d985ebb71b610c2ea47df0ad02d1ef1d5ea,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-base-1,0x514910771af9ca656af840dff83e8264ecf986ca,LINK,410163746000000000000,410.163746000000000000,22.029769303409047,9035.81,0.023176892005129117,,,0.51,2025-10-04T09:56:11
0x3bd3bfbd7c9c93102eecb116dc85e371843662f9dd65c06556e3ee1037d5574f,0xd501ccbdb70ce518b2da68c685045fa54458ec35,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x80ac24aa929eaf5013f6436cda2a7ba190f5cc0b,syrupUSDC,19936313602,19936.313602,1.1287636987102143,22503.39,0.024095879131701314,,,0.53,2025-10-04T09:58:47
0xd5c69632375be6cb963586a029fe57e676a14192f8440017df6f64a8793dc276,0x65a8f07bd9a8598e1b5b6c0a88f4779dbc077675,ethereum-mainnet,ethereum-mainnet-base-1,0x514910771af9ca656af840dff83e8264ecf986ca,LINK,102452365481898164012,102.452365481898164012,22.029769303409047,2257.00,0.023176892005129117,,,0.51,2025-10-04T10:07:35
0x183f973bea9f87ba2e5a0cb7074a6bcabf394fb8e2d2565a6443a9dad1cce4cf,0x7e8fbbdef68a2a965646fb95847fd8773cd2afc5,ethereum-mainnet,ethereum-mainnet-base-1,0x14fee680690900ba0cccfc76ad70fd1b95d10e16,$PAAL,3691583425799,3691.583425799,0.06351679962577139,234.48,0.023157270764315917,,,0.51,2025-10-04T10:09:11
0x62dde42e563f560213cc723b50b5514d6bf62d3da42f1cf8468a3c6d803c9f1e,0xccccccf25584cafbd4d80e9464361af1e7280b44,ethereum-mainnet,ethereum-mainnet-optimism-1,0x6440f144b7e50d6a8439336510312d2f54beb01d,BOLD,8024762002211664161941,8024.762002211664161941,0.9973152097621494,8003.22,0.022862175899116009,,,0.50,2025-10-04T10:31:23
0xed6537a5c0f21836a861eef6fcf06f25c034d3db9ff4a5d51690ddc0a197e985,0x063715c525924fd84f91dd7f169c56a8250e8c6a,ethereum-mainnet,ethereum-mainnet-base-1,0x6440f144b7e50d6a8439336510312d2f54beb01d,BOLD,40151790000000000000000,40151.790000000000000000,0.9973152097621494,40043.99,0.023026462492227031,,,0.51,2025-10-04T10:32:35
0x1ad0d4db9349c5c725f4dcc437a508eef340d853096a36cabc2829ae47e040b8,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ethereum-mainnet-base-1,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,570000000000000000,0.570000000000000000,4488.869989319061,2558.66,0.081705624493900050,,,1.80,2025-10-04T10:38:23
0xcbb54a8874396b971854333d60919bbf2578b7cc9eb79279b85ce94712f28bb6,0xab7e66a1f39f40db969ca9cc099d1d7eb4d9f9ff,ethereum-mainnet,avalanche-mainnet,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,4998888442247838825971,4998.888442247838825971,1.0004582996330893,5001.18,0.023364105972696128,,,0.51,2025-10-04T11:09:59
0x0729c75499c6b40e449c541d743735a61d61a62a152a3e0a0a94dcc5895b11fb,0xed42a7d8559a463722ca4bed50e0cc05a386b0e1,ethereum-mainnet,avalanche-mainnet,,,,,,,0.021126696911390359,,,0.47,2025-10-04T11:41:47
0xe6bc4284cc09bfe8f80aa4c93d9811f28ef0b855995bd472c1ce980f5b30cea6,0xf30d7e22a3139b53940f68397e88958a4153b95d,ethereum-mainnet,ethereum-mainnet-base-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,1986326151259102986219,1986.326151259102986219,6.463737396935211,12839.09,0.022986441331243376,,,0.51,2025-10-04T11:48:35
0xf121b10f4362ed6facae4fc01c5c52790b65b04ad660f9e57850b5bf2178891a,0x65a8f07bd9a8598e1b5b6c0a88f4779dbc077675,ethereum-mainnet,binance_smart_chain-mainnet,0x14fee680690900ba0cccfc76ad70fd1b95d10e16,$PAAL,14908653996364,14908.653996364,0.06351679962577139,946.95,0.026508014748999824,,,0.58,2025-10-04T11:50:11
0x8746970f572ed3195db5d19dba92d96e3d68d71d36d74f441c9eb59bd13356ee,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-base-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,563829490000000000000,563.829490000000000000,6.463737396935211,3644.45,0.023096703335119744,,,0.51,2025-10-04T11:51:11
0x3fb3e33dd6705b31bbfe51bf7cd81afd897817d14153b4124d082253276b7402,0x622661ab4b6ab93c659e751f47ebb0c6e6ad9f48,ethereum-mainnet,ethereum-mainnet-base-1,0x14fee680690900ba0cccfc76ad70fd1b95d10e16,$PAAL,11991392778627,11991.392778627,0.06351679962577139,761.65,0.022986441331243376,,,0.51,2025-10-04T11:51:35
