sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,value,feeInLink,feeInSol,feeInUSD,blockTimestamp
0xf5c299316699131d29adcb7ef87af8e97bbc7ead,binance_smart_chain-mainnet,ethereum-mainnet-base-1,0xbb1b031c591235408755ff4e0739cb88c5cf2507,$PAAL,3331624405563651619719,3331.624405563652,0.053032,176.68,0.0121447574086941,,0.26,2025-09-29T03:59:34
0x46b9ee8e0eb0fb4163073ccc984446dd8ff79781,binance_smart_chain-mainnet,solana-mainnet,0x47474747477b199288bf72a1d702f7fe0fb1deea,WLFI,1000000000000000000,1.0,0.20043,0.2,0.0166819120598961,,0.36,2025-09-29T02:07:42
0x46b9ee8e0eb0fb4163073ccc984446dd8ff79781,binance_smart_chain-mainnet,solana-mainnet,0x47474747477b199288bf72a1d702f7fe0fb1deea,WLFI,1000000000000000000,1.0,0.20043,0.2,0.0166965658140328,,0.36,2025-09-29T02:12:20
0x08637490f75709c0742f5f31c9e1e5cf73871427,binance_smart_chain-mainnet,solana-mainnet,0xa2be3e48170a60119b5f0400c65f65f3158fbeee,ZEUS,57000000000,57000.0,0.103211,5883.03,0.0166554473447098,,0.36,2025-09-29T02:16:36
0x46b9ee8e0eb0fb4163073ccc984446dd8ff79781,binance_smart_chain-mainnet,solana-mainnet,0x47474747477b199288bf72a1d702f7fe0fb1deea,WLFI,1000000000000000000,1.0,0.20043,0.2,0.0166554473447098,,0.36,2025-09-29T02:22:00
0x46b9ee8e0eb0fb4163073ccc984446dd8ff79781,binance_smart_chain-mainnet,solana-mainnet,0x47474747477b199288bf72a1d702f7fe0fb1deea,WLFI,1000000000000000000,1.0,0.20043,0.2,0.0166554473447098,,0.36,2025-09-29T02:25:48
0x46b9ee8e0eb0fb4163073ccc984446dd8ff79781,binance_smart_chain-mainnet,solana-mainnet,0x47474747477b199288bf72a1d702f7fe0fb1deea,WLFI,1000000000000000000,1.0,0.20043,0.2,0.0166523878331195,,0.36,2025-09-29T02:33:10
0x46b9ee8e0eb0fb4163073ccc984446dd8ff79781,binance_smart_chain-mainnet,solana-mainnet,0x47474747477b199288bf72a1d702f7fe0fb1deea,WLFI,1000000000000000000,1.0,0.20043,0.2,0.0166523878331195,,0.36,2025-09-29T02:37:53
0x46b9ee8e0eb0fb4163073ccc984446dd8ff79781,binance_smart_chain-mainnet,solana-mainnet,0x47474747477b199288bf72a1d702f7fe0fb1deea,WLFI,1000000000000000000,1.0,0.20043,0.2,0.0166523878331195,,0.36,2025-09-29T02:42:49
0xaab44a9bb59ecb56a9fd124c9759db99cea88888,binance_smart_chain-mainnet,solana-mainnet,0xa2be3e48170a60119b5f0400c65f65f3158fbeee,ZEUS,7451321600,7451.3216,0.103211,769.06,0.0166523878331195,,0.36,2025-09-29T02:45:11
0x46b9ee8e0eb0fb4163073ccc984446dd8ff79781,binance_smart_chain-mainnet,solana-mainnet,0x47474747477b199288bf72a1d702f7fe0fb1deea,WLFI,1000000000000000000,1.0,0.20043,0.2,0.0166523878331195,,0.36,2025-09-29T02:49:09
0x65a8f07bd9a8598e1b5b6c0a88f4779dbc077675,binance_smart_chain-mainnet,solana-mainnet,0x2d060ef4d6bf7f9e5edde373ab735513c0e4f944,AITECH,21396352303833544654848,21396.352303833544,0.03183781,681.21,0.0166525405623695,,0.36,2025-09-29T02:53:22
0x46b9ee8e0eb0fb4163073ccc984446dd8ff79781,binance_smart_chain-mainnet,solana-mainnet,0x47474747477b199288bf72a1d702f7fe0fb1deea,WLFI,1000000000000000000,1.0,0.20043,0.2,0.0166525405623695,,0.36,2025-09-29T03:00:35
0x46b9ee8e0eb0fb4163073ccc984446dd8ff79781,binance_smart_chain-mainnet,solana-mainnet,0x47474747477b199288bf72a1d702f7fe0fb1deea,WLFI,1000000000000000000,1.0,0.20043,0.2,0.0166525405623695,,0.36,2025-09-29T03:06:06
0x65a8f07bd9a8598e1b5b6c0a88f4779dbc077675,binance_smart_chain-mainnet,solana-mainnet,0x2d060ef4d6bf7f9e5edde373ab735513c0e4f944,AITECH,37378636532723719602176,37378.63653272372,0.03183781,1190.05,0.0166525405623695,,0.36,2025-09-29T03:06:41
0x65a8f07bd9a8598e1b5b6c0a88f4779dbc077675,binance_smart_chain-mainnet,solana-mainnet,0x2d060ef4d6bf7f9e5edde373ab735513c0e4f944,AITECH,31359063663838048026624,31359.06366383805,0.03183781,998.4,0.0166525405623695,,0.36,2025-09-29T03:08:09
0x5d09c8e3a203d93ae6ac7f1d35b54b715dd5bcc7,binance_smart_chain-mainnet,solana-mainnet,0xa2be3e48170a60119b5f0400c65f65f3158fbeee,ZEUS,45970269072,45970.269072,0.103211,4744.64,0.0166525405623695,,0.36,2025-09-29T03:08:29
0xc1b2aff52877b4a23422f554f3d240be50ec80cf,binance_smart_chain-mainnet,solana-mainnet,0xa2be3e48170a60119b5f0400c65f65f3158fbeee,ZEUS,23997796666,23997.796666,0.103211,2476.84,0.0166548979327459,,0.36,2025-09-29T03:20:07
0x06549275e6201756e5f1b611eb7986e493ed3885,binance_smart_chain-mainnet,solana-mainnet,0x2d060ef4d6bf7f9e5edde373ab735513c0e4f944,AITECH,13572840000000000000000,13572.84,0.03183781,432.13,0.0166505060765891,,0.36,2025-09-29T03:36:00
0xaab44a9bb59ecb56a9fd124c9759db99cea88888,binance_smart_chain-mainnet,solana-mainnet,0xa2be3e48170a60119b5f0400c65f65f3158fbeee,ZEUS,7463464700,7463.4647,0.103211,770.31,0.0166505060765891,,0.36,2025-09-29T03:46:15
0x46b9ee8e0eb0fb4163073ccc984446dd8ff79781,binance_smart_chain-mainnet,solana-mainnet,0x47474747477b199288bf72a1d702f7fe0fb1deea,WLFI,1000000000000000000,1.0,0.20043,0.2,0.0166516348476871,,0.36,2025-09-29T04:01:01
0xe83f75907fb4c575414fa6f5cfe8cef24dc5870c,binance_smart_chain-mainnet,solana-mainnet,0x2d060ef4d6bf7f9e5edde373ab735513c0e4f944,AITECH,13699704226990184726528,13699.704226990185,0.03183781,436.17,0.0166516348476871,,0.36,2025-09-29T04:01:34
0x46b9ee8e0eb0fb4163073ccc984446dd8ff79781,binance_smart_chain-mainnet,solana-mainnet,0x47474747477b199288bf72a1d702f7fe0fb1deea,WLFI,1000000000000000000,1.0,0.20043,0.2,0.0166516348476871,,0.36,2025-09-29T04:04:01
0xe83f75907fb4c575414fa6f5cfe8cef24dc5870c,binance_smart_chain-mainnet,solana-mainnet,0x2d060ef4d6bf7f9e5edde373ab735513c0e4f944,AITECH,13829514800221571252224,13829.514800221572,0.03183781,440.3,0.0166516348476871,,0.36,2025-09-29T04:06:19
0xaab44a9bb59ecb56a9fd124c9759db99cea88888,binance_smart_chain-mainnet,solana-mainnet,0xa2be3e48170a60119b5f0400c65f65f3158fbeee,ZEUS,7462790600,7462.7906,0.103211,770.24,0.0166516348476871,,0.36,2025-09-29T04:06:48
0xe83f75907fb4c575414fa6f5cfe8cef24dc5870c,binance_smart_chain-mainnet,ethereum-mainnet-base-1,0xdbb5cf12408a3ac17d668037ce289f9ea75439d7,WMTX,5138404621,5138.404621,0.227768,1170.36,0.0119593711233584,,0.26,2025-09-29T04:19:54
0xf5c299316699131d29adcb7ef87af8e97bbc7ead,binance_smart_chain-mainnet,ethereum-mainnet-base-1,0xdbb5cf12408a3ac17d668037ce289f9ea75439d7,WMTX,866568535,866.568535,0.227768,197.38,0.0119593711233584,,0.26,2025-09-29T04:19:58
0xf5c299316699131d29adcb7ef87af8e97bbc7ead,binance_smart_chain-mainnet,ethereum-mainnet-base-1,0xbb1b031c591235408755ff4e0739cb88c5cf2507,$PAAL,3334827088432062482784,3334.8270884320623,0.053032,176.85,0.0119530006964202,,0.26,2025-09-29T05:54:07
0x38b72280893b5acc08b5f1ca600923865fdfb347,binance_smart_chain-mainnet,ethereum-mainnet-base-1,0x2d060ef4d6bf7f9e5edde373ab735513c0e4f944,AITECH,14539195420818247548637,14539.195420818249,0.03183781,462.9,0.0120631937474426,,0.26,2025-09-29T05:57:20
0x04ce218ead72401702dd5f3e56cedb7d2d477777,binance_smart_chain-mainnet,ethereum-mainnet-base-1,0x2d060ef4d6bf7f9e5edde373ab735513c0e4f944,AITECH,28641574981603752830838,28641.574981603753,0.03183781,911.89,0.011879809430242,,0.26,2025-09-29T06:04:17
0xe83f75907fb4c575414fa6f5cfe8cef24dc5870c,binance_smart_chain-mainnet,solana-mainnet,0xa2be3e48170a60119b5f0400c65f65f3158fbeee,ZEUS,10472686642,10472.686642,0.103211,1080.9,0.0164114515617509,,0.36,2025-09-29T04:43:59
0xaab44a9bb59ecb56a9fd124c9759db99cea88888,binance_smart_chain-mainnet,solana-mainnet,0xa2be3e48170a60119b5f0400c65f65f3158fbeee,ZEUS,7360031800,7360.0318,0.103211,759.64,0.0164114515617509,,0.36,2025-09-29T04:44:25
0xc1b2aff52877b4a23422f554f3d240be50ec80cf,binance_smart_chain-mainnet,solana-mainnet,0xa2be3e48170a60119b5f0400c65f65f3158fbeee,ZEUS,39018368565,39018.368565,0.103211,4027.12,0.0164114515617509,,0.36,2025-09-29T04:46:29
0xaab44a9bb59ecb56a9fd124c9759db99cea88888,binance_smart_chain-mainnet,solana-mainnet,0xa2be3e48170a60119b5f0400c65f65f3158fbeee,ZEUS,7413201700,7413.2017,0.103211,765.12,0.0164114515617509,,0.36,2025-09-29T04:47:28
0x7377378e7a056e6964baed974be84a4d009eac8b,binance_smart_chain-mainnet,solana-mainnet,0xa2be3e48170a60119b5f0400c65f65f3158fbeee,ZEUS,47807000000,47807.0,0.103211,4934.21,0.0164114515617509,,0.36,2025-09-29T04:49:03
0xaab44a9bb59ecb56a9fd124c9759db99cea88888,binance_smart_chain-mainnet,solana-mainnet,0xa2be3e48170a60119b5f0400c65f65f3158fbeee,ZEUS,7375021100,7375.0211,0.103211,761.18,0.0164114515617509,,0.36,2025-09-29T04:50:16
0x70c69520eb6595d102bfd8aed8fc58428489c4e4,binance_smart_chain-mainnet,solana-mainnet,0xa2be3e48170a60119b5f0400c65f65f3158fbeee,ZEUS,62969300000,62969.3,0.103211,6499.12,0.0164074453382746,,0.36,2025-09-29T04:53:35
0xaab44a9bb59ecb56a9fd124c9759db99cea88888,binance_smart_chain-mainnet,solana-mainnet,0xa2be3e48170a60119b5f0400c65f65f3158fbeee,ZEUS,7340219400,7340.2194,0.103211,757.59,0.0164074453382746,,0.36,2025-09-29T04:54:29
0xaab44a9bb59ecb56a9fd124c9759db99cea88888,binance_smart_chain-mainnet,solana-mainnet,0xa2be3e48170a60119b5f0400c65f65f3158fbeee,ZEUS,7324277200,7324.2772,0.103211,755.95,0.0164074453382746,,0.36,2025-09-29T04:59:26
0xe83f75907fb4c575414fa6f5cfe8cef24dc5870c,binance_smart_chain-mainnet,solana-mainnet,0x2d060ef4d6bf7f9e5edde373ab735513c0e4f944,AITECH,12946002380815297675264,12946.002380815296,0.03183781,412.17,0.0164074453382746,,0.36,2025-09-29T05:00:04
0x65a8f07bd9a8598e1b5b6c0a88f4779dbc077675,binance_smart_chain-mainnet,solana-mainnet,0x2d060ef4d6bf7f9e5edde373ab735513c0e4f944,AITECH,23304324875534265745408,23304.324875534265,0.03183781,741.96,0.0164074453382746,,0.36,2025-09-29T05:00:07
0x0772c76c3e4b081e85747f248ed76cc3813d46c4,binance_smart_chain-mainnet,solana-mainnet,0x2d060ef4d6bf7f9e5edde373ab735513c0e4f944,AITECH,14201893565830000000000,14201.89356583,0.03183781,452.16,0.0164074453382746,,0.36,2025-09-29T05:01:12
0x7377378e7a056e6964baed974be84a4d009eac8b,binance_smart_chain-mainnet,solana-mainnet,0xa2be3e48170a60119b5f0400c65f65f3158fbeee,ZEUS,47995000000,47995.0,0.103211,4953.61,0.0164074453382746,,0.36,2025-09-29T05:02:37
0x65a8f07bd9a8598e1b5b6c0a88f4779dbc077675,binance_smart_chain-mainnet,solana-mainnet,0x2d060ef4d6bf7f9e5edde373ab735513c0e4f944,AITECH,20203562453162484826112,20203.562453162485,0.03183781,643.24,0.0164074453382746,,0.36,2025-09-29T05:05:07
0x06549275e6201756e5f1b611eb7986e493ed3885,binance_smart_chain-mainnet,solana-mainnet,0x2d060ef4d6bf7f9e5edde373ab735513c0e4f944,AITECH,9996000000000000000000,9996.0,0.03183781,318.25,0.0164074453382746,,0.36,2025-09-29T05:05:12
0x0772c76c3e4b081e85747f248ed76cc3813d46c4,binance_smart_chain-mainnet,solana-mainnet,0x2d060ef4d6bf7f9e5edde373ab735513c0e4f944,AITECH,28607265421130000000000,28607.26542113,0.03183781,910.79,0.0164074453382746,,0.36,2025-09-29T05:06:18
0xc1b2aff52877b4a23422f554f3d240be50ec80cf,binance_smart_chain-mainnet,solana-mainnet,0xa2be3e48170a60119b5f0400c65f65f3158fbeee,ZEUS,38990946935,38990.946935,0.103211,4024.29,0.0164074453382746,,0.36,2025-09-29T05:08:56
0xaab44a9bb59ecb56a9fd124c9759db99cea88888,binance_smart_chain-mainnet,solana-mainnet,0xa2be3e48170a60119b5f0400c65f65f3158fbeee,ZEUS,7354927800,7354.9278,0.103211,759.11,0.0164064511053638,,0.36,2025-09-29T05:15:13
0xaab44a9bb59ecb56a9fd124c9759db99cea88888,binance_smart_chain-mainnet,solana-mainnet,0xa2be3e48170a60119b5f0400c65f65f3158fbeee,ZEUS,7373855400,7373.8554,0.103211,761.06,0.0164064511053638,,0.36,2025-09-29T05:19:49
0x06549275e6201756e5f1b611eb7986e493ed3885,binance_smart_chain-mainnet,solana-mainnet,0x2d060ef4d6bf7f9e5edde373ab735513c0e4f944,AITECH,9996000000000000000000,9996.0,0.03183781,318.25,0.0164064511053638,,0.36,2025-09-29T05:23:41
0xaab44a9bb59ecb56a9fd124c9759db99cea88888,binance_smart_chain-mainnet,solana-mainnet,0xa2be3e48170a60119b5f0400c65f65f3158fbeee,ZEUS,7340488100,7340.4881,0.103211,757.62,0.0164064511053638,,0.36,2025-09-29T05:24:01
0xc1b2aff52877b4a23422f554f3d240be50ec80cf,binance_smart_chain-mainnet,solana-mainnet,0xa2be3e48170a60119b5f0400c65f65f3158fbeee,ZEUS,39000843792,39000.843792,0.103211,4025.32,0.0164064511053638,,0.36,2025-09-29T05:26:51
0x7377378e7a056e6964baed974be84a4d009eac8b,binance_smart_chain-mainnet,solana-mainnet,0xa2be3e48170a60119b5f0400c65f65f3158fbeee,ZEUS,47998782647,47998.782647,0.103211,4954.0,0.0164064511053638,,0.36,2025-09-29T05:27:21
0xaab44a9bb59ecb56a9fd124c9759db99cea88888,binance_smart_chain-mainnet,solana-mainnet,0xa2be3e48170a60119b5f0400c65f65f3158fbeee,ZEUS,7370978500,7370.9785,0.103211,760.77,0.0164064511053638,,0.36,2025-09-29T05:28:53
0x46b9ee8e0eb0fb4163073ccc984446dd8ff79781,binance_smart_chain-mainnet,solana-mainnet,0x47474747477b199288bf72a1d702f7fe0fb1deea,WLFI,1000000000000000000,1.0,0.20043,0.2,0.0163987702383769,,0.36,2025-09-29T05:39:43
0x46b9ee8e0eb0fb4163073ccc984446dd8ff79781,binance_smart_chain-mainnet,solana-mainnet,0x47474747477b199288bf72a1d702f7fe0fb1deea,WLFI,1000000000000000000,1.0,0.20043,0.2,0.0163987702383769,,0.36,2025-09-29T05:40:46
0x46b9ee8e0eb0fb4163073ccc984446dd8ff79781,binance_smart_chain-mainnet,solana-mainnet,0x47474747477b199288bf72a1d702f7fe0fb1deea,WLFI,1000000000000000000,1.0,0.20043,0.2,0.0163987702383769,,0.36,2025-09-29T05:46:37
0x46b9ee8e0eb0fb4163073ccc984446dd8ff79781,binance_smart_chain-mainnet,solana-mainnet,0x47474747477b199288bf72a1d702f7fe0fb1deea,WLFI,1000000000000000000,1.0,0.20043,0.2,0.0163987702383769,,0.36,2025-09-29T05:47:27
0x46b9ee8e0eb0fb4163073ccc984446dd8ff79781,binance_smart_chain-mainnet,solana-mainnet,0x47474747477b199288bf72a1d702f7fe0fb1deea,WLFI,1000000000000000000,1.0,0.20043,0.2,0.0163977882541166,,0.36,2025-09-29T05:54:02
0x46b9ee8e0eb0fb4163073ccc984446dd8ff79781,binance_smart_chain-mainnet,solana-mainnet,0x47474747477b199288bf72a1d702f7fe0fb1deea,WLFI,1000000000000000000,1.0,0.20043,0.2,0.0163977882541166,,0.36,2025-09-29T05:54:46
0x0772c76c3e4b081e85747f248ed76cc3813d46c4,binance_smart_chain-mainnet,solana-mainnet,0x2d060ef4d6bf7f9e5edde373ab735513c0e4f944,AITECH,14718303033140000000000,14718.30303314,0.03183781,468.6,0.0163977882541166,,0.36,2025-09-29T06:00:16
0x46b9ee8e0eb0fb4163073ccc984446dd8ff79781,binance_smart_chain-mainnet,solana-mainnet,0x47474747477b199288bf72a1d702f7fe0fb1deea,WLFI,1000000000000000000,1.0,0.20043,0.2,0.0163977882541166,,0.36,2025-09-29T06:03:58
0x46b9ee8e0eb0fb4163073ccc984446dd8ff79781,binance_smart_chain-mainnet,solana-mainnet,0x47474747477b199288bf72a1d702f7fe0fb1deea,WLFI,1000000000000000000,1.0,0.20043,0.2,0.0163977882541166,,0.36,2025-09-29T06:04:44
0x46b9ee8e0eb0fb4163073ccc984446dd8ff79781,binance_smart_chain-mainnet,solana-mainnet,0x47474747477b199288bf72a1d702f7fe0fb1deea,WLFI,1000000000000000000,1.0,0.20043,0.2,0.0163977882541166,,0.36,2025-09-29T06:12:41
0x46b9ee8e0eb0fb4163073ccc984446dd8ff79781,binance_smart_chain-mainnet,solana-mainnet,0x47474747477b199288bf72a1d702f7fe0fb1deea,WLFI,1000000000000000000,1.0,0.20043,0.2,0.0163977882541166,,0.36,2025-09-29T06:13:27
0x04ce218ead72401702dd5f3e56cedb7d2d477777,binance_smart_chain-mainnet,ethereum-mainnet,0xb75ba7ef520a5bd0a5d01108060be269642c4601,TRADE,13618778974879287503029,13618.778974879287,0.100676,1371.08,0.1092413732347514,,2.37,2025-09-29T06:24:39
0xd8c967ddab8765295d97de4f65a745cd3f2543e9,binance_smart_chain-mainnet,ethereum-mainnet,0x8d0d000ee44948fc98c9b98a4fa4921476f08b0d,USD1,4189097889480000000000,4189.09788948,0.999641,4187.59,0.1122277309624475,,2.44,2025-09-29T06:26:12
0x9b374df0806884ae8cade82422c5e244ca1cee4a,binance_smart_chain-mainnet,ethereum-mainnet,0x8d0d000ee44948fc98c9b98a4fa4921476f08b0d,USD1,5177677886240000000000,5177.67788624,0.999641,5175.82,0.0951767458743638,,2.07,2025-09-29T06:33:21
0xf1fc1be000db6fa2193ab75e461a5603400d031f,binance_smart_chain-mainnet,ethereum-mainnet-base-1,0xecac9c5f704e954931349da37f60e39f515c11c1,LBTC,108100,0.001081,114317.0,123.58,0.0120188836597214,,0.26,2025-09-29T06:47:22
0x46b9ee8e0eb0fb4163073ccc984446dd8ff79781,binance_smart_chain-mainnet,solana-mainnet,0x47474747477b199288bf72a1d702f7fe0fb1deea,WLFI,1000000000000000000,1.0,0.20043,0.2,0.0164691027051011,,0.36,2025-09-29T06:17:27
0x46b9ee8e0eb0fb4163073ccc984446dd8ff79781,binance_smart_chain-mainnet,solana-mainnet,0x47474747477b199288bf72a1d702f7fe0fb1deea,WLFI,1000000000000000000,1.0,0.20043,0.2,0.0164691027051011,,0.36,2025-09-29T06:18:22
