transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,totalValue,feeInLink,feeInUSD,feeInSol,blockTimestamp
0x5cc1207ab45c956922b63f535cf790d8e78b84fe6a84fa31d7de6d0fbb2323c0,0xbe1bbb0c1be1b804570ae6a7fb6dc4cab7ce22ec,ethereum-mainnet,sonic-mainnet,0xdd4c6fd31ccf66e250790643947675153c221a91,xSILO,3063150455844822815030,3063.15045584482281503,0.02228417,68.26,0.020355994994972079,0.48,,2025-08-25T00:29:23
0x90f3f68852afa27876b0924ebb5e7047125b5d1cdde37163257921d93f878162,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,5508521316478313,0.005508521316478313,4380.18,24.13,0.020016532220819026,0.47,,2025-08-25T00:33:11
0x8e499ef059bedb013b337a175748ccae5b664d1d28423438f450aa212fad28de,0x04ce218ead72401702dd5f3e56cedb7d2d477777,ethereum-mainnet,avalanche-mainnet,0xa19f5264f7d7be11c451c093d8f92592820bea86,BYTES,460214660119862521002,460.214660119862521002,2.15,989.46,0.020436140138933519,0.48,,2025-08-25T00:41:35
0x8a68e73a42ffe825138b4b438bfd33aecc6b01df9bc98b5f01a1d08af2b1fbad,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,avalanche-mainnet,0xa19f5264f7d7be11c451c093d8f92592820bea86,BYTES,624025983000000000000,624.025983,2.15,1341.66,0.020755486674902124,0.49,,2025-08-25T00:42:35
0xd811f51abc76c3d823c99027e6b91bdc6ed7994f6020a11a5439847be9d8bac2,0x1d15024c9d51dd9aae2a890f4187775c1ec4ec58,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x888888435fde8e7d4c54cab67f206e4199454c60,DFX,6106411270399959624460,6106.41127039995962446,0.03551218,216.85,0.023855915011140781,0.56,,2025-08-25T00:47:47
0x0121526a39d01505d753bb7d831aa2f8fa45a1415bb6581c7f38df8b03250687,0x2298d44cfda0ceafe7f5ef5fd587b67d7b9b1fbb,ethereum-mainnet,ethereum-mainnet-base-1,0x8236a87084f8b84306f72007f36f2618a5634494,LBTC,90000,0.0009,110211,99.19,0.020108117004006491,0.47,,2025-08-25T01:10:59
0x1212e7c692933315bb757444e98f3b7ae0b5732111ac469450b87453d367c3a2,0xf59013763666a6c7a1cfda6a5b3d716308029b05,ethereum-mainnet,avalanche-mainnet,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,999483811362075917797,999.483811362075917797,0.998564,998.05,0.020960098471342628,0.49,,2025-08-25T01:20:11
0x2ebef066a49ddc6a50909b739c0f0cf2d673933a273df172a55b14fe620bf90c,0xf30d7e22a3139b53940f68397e88958a4153b95d,ethereum-mainnet,ethereum-mainnet-base-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,1468645492711749504204,1468.645492711749504204,5.85,8591.58,0.019981361899847797,0.47,,2025-08-25T01:21:47
0x911f262ef62c7e6d04a47c8507118b81dd2a86be782d7f993eb087399bd706fd,0x2298d44cfda0ceafe7f5ef5fd587b67d7b9b1fbb,ethereum-mainnet,ethereum-mainnet-base-1,0x8236a87084f8b84306f72007f36f2618a5634494,LBTC,90000,0.0009,110211,99.19,0.020108117004006491,0.47,,2025-08-25T01:24:23
0x9acd4c67796c2f7ab15cf7bbadcae6fe11f56bc8b36f29706b608441431be378,0x65a8f07bd9a8598e1b5b6c0a88f4779dbc077675,ethereum-mainnet,ethereum-mainnet-base-1,0x14fee680690900ba0cccfc76ad70fd1b95d10e16,PAAL,6431680694556,0.000006431680694556,0.092384,0.00,0.020065597193056568,0.47,,2025-08-25T02:16:23
0x375542f8c81bb5c708a9d54a41b90bf0f72d51c4e93f47c09db51bbe805c32da,0xcca9965b7e87a03a138a44443a28d655caf6197e,ethereum-mainnet,avalanche-mainnet,0xa19f5264f7d7be11c451c093d8f92592820bea86,BYTES,100000000000000000000,100,2.15,215.00,0.020436140138933519,0.48,,2025-08-25T02:19:47
0xc3a1f88778ed907b8f1ffe43e4779ab2503b751ea8b0f7292b72b70795a0ba9a,0x3a25a4ffc6449bfa301e91a057b989155b175db7,ethereum-mainnet,plume-mainnet,0x8d0d000ee44948fc98c9b98a4fa4921476f08b0d,USD1,997472598362520091963,997.472598362520091963,1,997.47,0.021505137403542492,0.50,,2025-08-25T02:28:11
0xb4a875560557a683dae15d3e7a3ecd5284443a05e11b6cae605a8a7a724351ba,0xe8a335a8502625fb6c6e900a547694770d764484,ethereum-mainnet,hyperliquid-mainnet,0x004e9c3ef86bc1ca1f0bb5c7662861ee93350568,uniBTC,10000,0.0001,107078,10.71,0.021528761149179013,0.50,,2025-08-25T02:45:59
0x2f914ab48b3ff66b8b2e04c2c00b71b3509ab6118b731c0174f55d8117a2efe3,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,2000000000000000,0.002,4380.18,8.76,0.020102875958839240,0.47,,2025-08-25T02:50:23
0x2cd7889374a4ab1b1879da3d71712217bdf2734cae73fbb81f1a108bd52e54ef,0x225a0f9bfcd8329d355e953fee13cc76dbd90f2e,ethereum-mainnet,bitcoin-mainnet-bitlayer-1,0xdac17f958d2ee523a2206206994597c13d831ec7,USDT,10000000,0.00000000001,1,0.00,0.068363812253295200,1.60,,2025-08-25T02:59:35
0x3bc0b70678830d276d863462b32dbbe62cc7a8d495a9e607889068f674ce62a3,0xbb318a1ab8e46dfd93b3b0bca3d0ebf7d00187b9,ethereum-mainnet,ronin-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,14400000000,14400,0.999732,14396.14,0.020102608019663137,0.47,,2025-08-25T03:00:11
0x3d1ca6da9396ec6de4730385a45aca4ec30ae3c2e7bba1ed813270ff81472ad5,0xcb106862e111a5af449545f949ff6ce22e2faf4a,ethereum-mainnet,ronin-mainnet,0x94e496474f1725f1c1824cb5bdb92d7691a4f03a,BANANA,5000000000000000000,5,0.667147,3.34,0.020102608019663137,0.47,,2025-08-25T03:02:23
0xcae6e3330e8ca54867c59e3ac50563c2cd6adbda66890d6cff03adcb183cc074,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,72057455120076460,0.07205745512007646,4380.18,315.62,0.020102875958839240,0.47,,2025-08-25T03:26:23
0x092799a8959db07a53d2e3ed8446c75bf284d49431c6a2bf821f456156d76d0a,0xcb106862e111a5af449545f949ff6ce22e2faf4a,ethereum-mainnet,ronin-mainnet,0x94e496474f1725f1c1824cb5bdb92d7691a4f03a,BANANA,2250912336872763970086,2250.912336872763970086,0.667147,1501.69,0.020102608019663137,0.47,,2025-08-25T03:33:59
0xe673c827de2224a10944f30cad0f2926ec3992cd8f6c4b4e75e8c680d3379447,0xf30d7e22a3139b53940f68397e88958a4153b95d,ethereum-mainnet,ethereum-mainnet-base-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,1482290731618906406912,1482.290731618906406912,5.85,8671.40,0.020041970125322904,0.47,,2025-08-25T03:35:23
0xa7ffe16103d352213456b3dd2b105ef20bf9bf0966cf19ca8fc2f72931f3c301,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,538359909000000000000,538.359909,5.85,3149.41,0.021767181538457366,0.51,,2025-08-25T03:35:23
0x556601b72cbf82406958cf4532c8ba30a8edab9029670e4db3d5a47cd7e82920,0x06549275e6201756e5f1b611eb7986e493ed3885,ethereum-mainnet,avalanche-mainnet,0x68749665ff8d2d112fa859aa293f07a622782f38,XAUT,1410438,1.410438,3347.71,4721.74,0.060203392602058217,1.41,,2025-08-25T03:35:35
0x07eb42ae5be15e5b860588b100ca01f750ad49aa27e556d55064d21c8b104542,0xf30d7e22a3139b53940f68397e88958a4153b95d,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,1482290731618906406912,1482.290731618906406912,5.85,8671.40,0.021144238636155333,0.49,,2025-08-25T03:35:47
0xcc972586f8e6ebcdfc251a11ebad40df36b005d5bdb33186a3ce2638cb07bf83,0xf30d7e22a3139b53940f68397e88958a4153b95d,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,1483998338214677518745,1483.998338214677518745,5.85,8681.39,0.021144238636155333,0.49,,2025-08-25T03:56:35
0x24ff208fc9feb2996162c4c47b279533269bd4a0133e99529f816288048b3aa0,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.020112170612518195,0.47,,2025-08-25T04:00:59
0x5c9042e260aa82ceaf1a9f380c2db154864ce9043ac6cff58f81aff539abe26c,0x3488d35b470735a3a90e1c13cea5d1041c89c23f,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x1494ca1f11d487c2bbe4543e90080aeba4ba3c2b,DPI,3158891181637229869,3.158891181637229869,115.5,364.85,0.021267342762483880,0.50,,2025-08-25T04:09:47
0x3d120e2d0a0bd18726a29c92911deb83b7806531a02bad799f57205b66e9cafb,0x65a8f07bd9a8598e1b5b6c0a88f4779dbc077675,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,234215435443299942400,234.2154354432999424,5.85,1370.16,0.021767181538457366,0.51,,2025-08-25T04:15:59
0x9f16ac77318d9f09778dc95e1222d9e74b66bbc842d41304200ff58b0341d366,0xf30d7e22a3139b53940f68397e88958a4153b95d,ethereum-mainnet,ethereum-mainnet-base-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,1507719235396667283865,1507.719235396667283865,5.85,8820.16,0.020041970125322904,0.47,,2025-08-25T04:17:11
0x2f794cf1ae4089e05ac2bfda28f950d1fbf22b246933dd54b148b73d357fdbad,0xf30d7e22a3139b53940f68397e88958a4153b95d,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,1518883259701785749094,1518.883259701785749094,5.85,8885.47,0.021144238636155333,0.49,,2025-08-25T04:18:23
0xf7dbfd633a8de9eb0f5b8c45a57914a7bf5239693b75993c43ad82dbc7728910,0xf30d7e22a3139b53940f68397e88958a4153b95d,ethereum-mainnet,ethereum-mainnet-base-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,1000000000000000000000,1000,5.85,5850.00,0.020041970125322904,0.47,,2025-08-25T04:28:35
0x8ca23c8627607941f27bf4fc4adbd515c690841a3d695454a95d7608c7dff953,0xf30d7e22a3139b53940f68397e88958a4153b95d,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,1000000000000000000000,1000,5.85,5850.00,0.021144238636155333,0.49,,2025-08-25T04:29:23
0x3d777e2e34f8d79843ebc99ce92e86fe42416f808f012632de49887c0c5ce85c,0xf30d7e22a3139b53940f68397e88958a4153b95d,ethereum-mainnet,ethereum-mainnet-base-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,892917246891794007946,892.917246891794007946,5.85,5223.57,0.020041970125322904,0.47,,2025-08-25T04:34:11
0x199b07a1f5ca3acce929c367b68fcf8e881133229960cc2c49648d51f0e13539,0xdd28e1ca708165e2e8e721b42c0840ad139fa1f2,ethereum-mainnet,wemix-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,1999608986,1999.608986,0.999732,1999.07,0.021262736125685498,0.50,,2025-08-25T04:37:59
0x59b50ee29e904ade7556ef462503b6c79a39c8f08714fa5d0f9a6d3791a09034,0x3488d35b470735a3a90e1c13cea5d1041c89c23f,ethereum-mainnet,ethereum-mainnet-base-1,0x8fe815417913a93ea99049fc0718ee1647a2a07c,XSWAP,24047003895408493160486,24047.003895408493160486,0.04097587,985.35,0.020087330987597879,0.47,,2025-08-25T05:02:59
0xf4a5193b88ae22b054ba6c690078e0fecb5038e6ee41e3ca4d4c213ac13687cb,0x478ae1099333e7535de2a3abed00b413e52914cb,ethereum-mainnet,berachain-mainnet,0x0f81001ef0a83ecce5ccebf63eb302c70a39a654,DOLO,150000000000000000000000,150000,0.242219,36332.85,0.019898826764236200,0.47,,2025-08-25T05:13:35
0xceb44927e286aaca431d3d3c3366c31115cb670a05d4c33a6b4ecd0fb4ad8f2c,0xa9f0e403d200574c756f9021620b57319212b0ef,ethereum-mainnet,berachain-mainnet,0x0f81001ef0a83ecce5ccebf63eb302c70a39a654,DOLO,25548454720395431609777,25548.454720395431609777,0.242219,6188.32,0.019898826764236200,0.47,,2025-08-25T05:20:11
0xb302fd31954595ba31f1bc7e259873c36e52108a50cadd2948565a2eca958c0e,0xccccccf25584cafbd4d80e9464361af1e7280b44,ethereum-mainnet,ethereum-mainnet-base-1,0x6440f144b7e50d6a8439336510312d2f54beb01d,BOLD,13198210745112662782773,13198.210745112662782773,0.998182,13174.22,0.020074005762798518,0.47,,2025-08-25T05:21:35
0x75e1aea1271acc6b9b3510d0bee12eee40cf6262bc350cf91754d45357b8244f,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,1000000000000000,0.001,4380.18,4.38,0.020098100035158800,0.47,,2025-08-25T05:22:59
0x51ab94f86182716dd0e1c4ad3583f2a37927572409edf947155cefe7ebf9252d,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.020160601988026716,0.47,,2025-08-25T06:13:59
0x228f18a00c2f4b75dae5692d92301e45ef0afb903ef98eaa93bc17144884cf35,0xf5f5f604b2654b1cbf7dc96296c18b9e3a44ae91,ethereum-mainnet,binance_smart_chain-mainnet,0xfa2b947eec368f42195f24f36d2af29f7c24cec2,USDf,181001300190000000000000,181001.30019,0.999855,180975.06,0.021541194137376950,0.50,,2025-08-25T06:19:59
0xd7c66a897993366f48ea0f1818a827e18fa806c159318d10a857e7e322f3de5e,0x023fa838682c115c2cfba96ef3791cb5bd931fc7,ethereum-mainnet,ethereum-mainnet-base-1,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,13456383060654063242,13.456383060654063242,0.998564,13.44,0.020096214470797583,0.47,,2025-08-25T06:31:47
0xaa6f4d791f9db17f63e836db7084610e0b52af7e756770a91cd9b1480c3e52a2,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-base-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,693485293000000000000,693.485293,5.85,4056.89,0.020162840594794985,0.47,,2025-08-25T06:33:23
0xd9628c17215269316976501640a9491f7f19aa8e2c3b79d98a0d9829f807b8fa,0xf30d7e22a3139b53940f68397e88958a4153b95d,ethereum-mainnet,ethereum-mainnet-base-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,972897322839385411816,972.897322839385411816,5.85,5691.45,0.020074256858924167,0.47,,2025-08-25T06:35:11
0x2a6aea6d7a5fe4aeaf1b13eeb5e97bcd94161545329b9d14c90d37fae1f24922,0xa6ceef881ef6bf6d089facc5d55553c6328f3dbe,ethereum-mainnet,ethereum-mainnet-linea-1,0xa1290d69c65a6fe4df752f95823fae25cb99e5a7,rsETH,400000000000000,0.0004,4592.73,1.84,0.100302772052154182,2.35,,2025-08-25T06:38:11
0x2fc0c611e739abe1dbab9588e9e9337d41f8a07e64924c7cbfa90463ffd1ea88,0xf30d7e22a3139b53940f68397e88958a4153b95d,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,1533842701187364284006,1533.842701187364284006,5.85,8972.98,0.021160634349944207,0.49,,2025-08-25T06:38:47
0x1e9682011fc7e834846b040b042447ac14b6a6441556b801f5d4e8656126b8bd,0xf30d7e22a3139b53940f68397e88958a4153b95d,ethereum-mainnet,ethereum-mainnet-base-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,1000000000000000000000,1000,5.85,5850.00,0.020395419433884961,0.48,,2025-08-25T06:47:23
0x1360589887e20cd713d146a27bb7cde4bb0bd91bfe7911d37fb7a30f8c4c588b,0xf30d7e22a3139b53940f68397e88958a4153b95d,ethereum-mainnet,ethereum-mainnet-base-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,1533842701187364284006,1533.842701187364284006,5.85,8972.98,0.020395419433884961,0.48,,2025-08-25T06:51:59
0x03ba6b993fe94ba939f01420b740daa3d5c09b26eec50017e4f274147b0912ec,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x699ccf919c1dfdfa4c374292f42cadc9899bf753,VSN,20665061303000000000000,20665.061303,0.173277,3580.78,0.022018153227175895,0.52,,2025-08-25T06:54:11
0xb3c927a983bcdf1d955d863448be36bbd9a0dabb326ca3bb1e9d0b72a3686e91,0x2ebde4cc1e1105128f4d415a019be317e5066d32,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x699ccf919c1dfdfa4c374292f42cadc9899bf753,VSN,27807990000000000000000,27807.99,0.173277,4818.49,0.021306937314724991,0.50,,2025-08-25T07:03:59
0xa9f58d8aaf9c6ac4f2580136c177e2a19a35f9049bd96349c5e3887c261cc661,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x6f40d4a6237c257fff2db00fa0510deeecd303eb,FLUID,413876425000000000000,413.876425,5.85,2421.18,0.022018153227175895,0.52,,2025-08-25T07:16:23
0x2c7bc7b18f8bb4cd9c7404c8a2d1d3cea8380b132df24a8feec13e6cc563cfdd,0x7d9d0da1ad30d4a707a473c9e91ecc100ff065ef,ethereum-mainnet,ronin-mainnet,0x95b4b8cad3567b5d7ef7399c2ae1d7070692ab0d,APRS,150007432400000000000000,150007.4324,0.00500754,751.17,0.020094375123438271,0.47,,2025-08-25T07:33:59
0x9e63f99f8219ff735785d432b549da3b6dffabfb60444df6b0783f6a78ed07fd,0x2298d44cfda0ceafe7f5ef5fd587b67d7b9b1fbb,ethereum-mainnet,binance_smart_chain-mainnet,0x8236a87084f8b84306f72007f36f2618a5634494,LBTC,5306800,0.053068,110211,5848.68,0.022781526984957810,0.53,,2025-08-25T07:47:23
0xbafd229d18d18c24eca10ce8866f98b0e727270a7d7b73f5c6247bed07c37772,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-base-1,0x514910771af9ca656af840dff83e8264ecf986ca,LINK,365391078000000000000,365.391078,23.39,8546.50,0.020685716452533365,0.48,,2025-08-25T07:48:11
0x978f3d2f1ee3551776dbcfb051dd4ef26025be8b5dcc464382a5a3b944a73791,0xfec719eecc83f685d089f8d750e95edab0897fe2,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0xd11c452fc99cf405034ee446803b6f6c1f6d5ed8,tETH,39732638931000000,0.039732638931,5303.21,210.71,0.021308974364326255,0.50,,2025-08-25T07:51:23
0x337277fa2ddef38a3374c86fc9e143fe274e1dd3129048adf059ec393e9d5d30,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-base-1,0x514910771af9ca656af840dff83e8264ecf986ca,LINK,734917447000000000000,734.917447,23.39,17189.72,0.020685716452533365,0.48,,2025-08-25T07:55:59
0xe4f4205e8186c74ba543b43874dd6f74c9a82a7c6ff55a30ceb4c38886197908,0x4cbe437aa7a83457221d657207d78199ec330954,ethereum-mainnet,ronin-mainnet,0x95b4b8cad3567b5d7ef7399c2ae1d7070692ab0d,APRS,180000000000000000000000,180000,0.00500754,901.36,0.020094375123438271,0.47,,2025-08-25T07:58:35
0xb9bfaf045584d2f466649f287c2f82f66052fef1b5630b9d54187dfb0cc603d9,0xed555d43e82064f4769f16de40726d7733143c62,ethereum-mainnet,ethereum-mainnet-base-1,0xdbb5cf12408a3ac17d668037ce289f9ea75439d7,WMTX,3149437184,3149.437184,0.164433,517.87,0.020457997339431808,0.48,,2025-08-25T08:00:35
0x583713dfd092ced5db95dff59bc78c6021fb23dc64cc9fdc8a8f925a7b6483cd,0x2ebde4cc1e1105128f4d415a019be317e5066d32,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x699ccf919c1dfdfa4c374292f42cadc9899bf753,VSN,28157580000000000000000,28157.58,0.173277,4879.06,0.021306937314724991,0.50,,2025-08-25T08:05:23
0x8b63e261aa8400d832a4c79ddb951a18840a89f850e9a694c406dcccb239b2d2,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-base-1,0x514910771af9ca656af840dff83e8264ecf986ca,LINK,368444626000000000000,368.444626,23.39,8617.92,0.020685716452533365,0.48,,2025-08-25T08:09:11
0x9142c5b0fdc8863e7e85f9c61c3b0e107b25403a21d3c28f82c9873ddfe3fd97,0x14b9905126ad11ceecffe7c4b9b1996f1862707a,ethereum-mainnet,binance_smart_chain-mainnet,0xfa2b947eec368f42195f24f36d2af29f7c24cec2,USDf,2050000000000000000000,2050,0.999855,2049.70,0.021528042958996015,0.50,,2025-08-25T08:14:11
0x31b0397b78ad6521a22015d7037b1e053d40295f7d3b9ff1fd51b1b1a9d2e0a0,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,10000000000000000,0.01,4380.18,43.80,0.020094632254299485,0.47,,2025-08-25T08:23:23
0x96aa2b782fbf9ecec68820f5b96baf142cad274a33eb4725ffc20a665299b5c3,0x2c39ca299b4a1af7eae50fb2b6a18dbb0ec65e1b,ethereum-mainnet,binance_smart_chain-mainnet,0x6c76de483f1752ac8473e2b4983a873991e70da7,BTR,200000000000000000,0.2,,,0.021530182238400464,0.50,,2025-08-25T08:35:35
0x66f5a5954e8b567bdeccce4d997b2e9e8e1e715dd6749c9347e60d43cc2c6c1a,0x2c39ca299b4a1af7eae50fb2b6a18dbb0ec65e1b,ethereum-mainnet,binance_smart_chain-mainnet,0x6c76de483f1752ac8473e2b4983a873991e70da7,BTR,200000000000000000,0.2,,,0.021530182238400464,0.50,,2025-08-25T08:35:35
0x272f1ad2301d8b6215c4d558b2ab0966558a50118f8ecdbd61fdae14f6cc9a70,0xe674f2d849bbd6797118c11ce8bd427700d85207,ethereum-mainnet,ethereum-mainnet-base-1,0x514910771af9ca656af840dff83e8264ecf986ca,LINK,276000000000000000000,276,23.39,6455.64,0.020147332769885826,0.47,,2025-08-25T08:43:47
0x8f185ad3aea7ba93b69be84702d77abff881c3fefde4aa5d2ab1e49c192f5f47,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.020242919846124051,0.47,,2025-08-25T08:45:11
0x2a8099d07583633a30b94191019787441d2b0f23f54f97cae8803d22df7179fe,0x2c39ca299b4a1af7eae50fb2b6a18dbb0ec65e1b,ethereum-mainnet,binance_smart_chain-mainnet,0x6c76de483f1752ac8473e2b4983a873991e70da7,BTR,50000000000000000,0.05,,,0.021521234261475838,0.50,,2025-08-25T08:55:47
0xa4c5114fc059992da2572e575faed67d3112eb9ad7cb1b55060941af948d28c2,0x897d469b41c05a3b80c0e15b2e1baf1af8c929eb,ethereum-mainnet,ethereum-mainnet-optimism-1,,,,,,,0.019989813017012529,0.47,,2025-08-25T08:57:35
0x996f8fc729b6ecb96557ce84dca6b4d26de7578c75e9284766d18f8b25d802a0,0x3b6d0dd29a60ff5ea96b54e60fbb0d71da80ef78,ethereum-mainnet,ronin-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,4000000,4,0.999732,4.00,0.020095385368091839,0.47,,2025-08-25T08:57:35
