transactionHash,sender,sourceNetworkName,destNetworkName,token,tokenName,amount,amountFormatted,price,value,feeInLink,feeInSol,feeInW0G,feeInUSD,blockTimestamp
0x3d72b7aaafec9454e6fad21f515578a33e46143bc3cee82b2409dec9c9407721,0x5021cbb3c597c9017ff524840f3bb64048c9af1c,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.021503334247983161,,,0.47,2025-10-05T06:09:23
0xacc01183c47441edad1a5aa1100cb45e311cca095866f29aaebf31478145210d,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.023869373614852328,,,0.53,2025-10-05T06:11:59
0x4653b4caa9c6411e337971c05d682e101c12383ea290eb3bb8bc8ea2df3cfec4,0x04ce218ead72401702dd5f3e56cedb7d2d477777,ethereum-mainnet,binance_smart_chain-mainnet,0x6c76de483f1752ac8473e2b4983a873991e70da7,BTR,2978784405604446333912,2978.784405604446333912,0.08661785997261826,258.02,0.024501217051135681,,,0.54,2025-10-05T06:20:11
0xcd290604b2e112a8cb7592b3de9c2303973270260fa3753a864d286a4b372aa6,0x5021cbb3c597c9017ff524840f3bb64048c9af1c,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.021503334247983161,,,0.47,2025-10-05T06:26:59
0x96b10ec0f190070870973e08cfcd404b517f075b8fca28fe4177f90c4f18369c,0xd4bd48870b2204c16bf3ac1586eae6d168a4f0fd,ethereum-mainnet,sonic-mainnet,0x6440f144b7e50d6a8439336510312d2f54beb01d,BOLD,5255000000000000000000,5255,0.9972261805447024,5240.42,0.022631984909821979,,,0.50,2025-10-05T06:54:59
0x677821851f8bb9326c7b9c59651064e854095de6ccd4ac2bb8cadfa876534e50,0xeb48a1ee43b91959a1686b70b7cd482c65de69c9,ethereum-mainnet,avalanche-mainnet,,,,,,,0.023408248602064349,,,0.52,2025-10-05T07:00:23
0x671b9844eb29311f6f555a649e9ac2af9572ed26c1cec6b8f2a2c50f2b2ba61c,0x665e41636ca8b5909bc37b8485538977bcdca1fe,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,100018349614848730602666,100018.349614848730602666,0.9985849324210031,99876.82,0.023746839454976049,,,0.52,2025-10-05T07:07:35
0xe686947fc2899da765820b6d664e25fee1897662759cf41994940d0355d812e9,0xb109ae8cd22eee9d8119058ca3c9f452df6367f3,ethereum-mainnet,avalanche-mainnet,,,,,,,0.024201738625774721,,,0.53,2025-10-05T07:37:35
0x02aa058aa75682a2e025d3c4ddd284f7e81b045f58429da0e1607cf092034b05,0xdb57fdf5fd24a9d0e1ea94552eb2c7bdcb28fa27,ethereum-mainnet,ethereum-mainnet-base-1,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,200039524367776130673884,200039.524367776130673884,0.9985849324210031,199756.45,0.022500894682802874,,,0.50,2025-10-05T07:47:47
0x219148fb67cd39b0190d7469f7b6dca1760a423542fa77dc5b1e2310864ecd76,0x1a89ddd357be863c7f2a869744a7c185320569e4,ethereum-mainnet,sonic-mainnet,0xdd4c6fd31ccf66e250790643947675153c221a91,xSILO,1807678347091393462393,1807.678347091393462393,0.025290821825035708,45.72,0.022716842510930372,,,0.50,2025-10-05T07:49:59
0x9a81affbbad73386e183a5c20da8581caab62f1b40d9ed4d5e56e2d28c1fee95,0xd4bd48870b2204c16bf3ac1586eae6d168a4f0fd,ethereum-mainnet,sonic-mainnet,0x6440f144b7e50d6a8439336510312d2f54beb01d,BOLD,11105000000000000000000,11105,0.9972261805447024,11074.20,0.022631984909821979,,,0.50,2025-10-05T07:55:11
0x21431b996cee09672badbc75277a7f9f7ae22bc405da68bd9a88fc730d49d7db,0x402904e954aebee2e78b7b09595393cf05571333,ethereum-mainnet,ethereum-mainnet-base-1,0x004e9c3ef86bc1ca1f0bb5c7662861ee93350568,uniBTC,30384989,0.30384989,122859.01762912428,37330.70,0.022474660874956746,,,0.49,2025-10-05T08:17:47
0x17c6ccdf8d54c8c417d649d25cfae7d514c8ce05164f8f125a9581e08da1a485,0x5021cbb3c597c9017ff524840f3bb64048c9af1c,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.020398153814131629,,,0.45,2025-10-05T08:19:23
0x02a1227220e5cf50b7e77b4aff262574c03c42aa0398b3d0c049f3cd93200df2,0x5b0ab6f1ebe94eabdf84a910bb7b88b51bbeb743,ethereum-mainnet,soneium-mainnet,0xd9a442856c234a39a81a089c06451ebaa4306a72,pufETH,16798003700000002,0.016798003700000002,4762.699651048894,80.00,0.022332776027716141,,,0.49,2025-10-05T08:32:11
0xcf6b2efabc00a032e45050c73c1a6bc11dd5284081de8b20a439d50d14aeff85,0xe1c14b9f065dead2e89ee35382f8bd42bdb87a04,ethereum-mainnet,avalanche-mainnet,0xa19f5264f7d7be11c451c093d8f92592820bea86,BYTES,7000000000000000000,7,2.1100000260640934,14.77,0.023378104090002540,,,0.51,2025-10-05T08:35:47
0xe675591d5ce3cfed407de231bddeec9e719211741e2da9b770040b69191a090d,0x5b0ab6f1ebe94eabdf84a910bb7b88b51bbeb743,ethereum-mainnet,soneium-mainnet,0xd9a442856c234a39a81a089c06451ebaa4306a72,pufETH,851088784100000000,0.851088784100000000,4762.699651048894,4053.48,0.022332776027716141,,,0.49,2025-10-05T08:40:35
0x9ad391b8bc39447079cf8f0718200a62cb53a8619996be8ebd0fcf34ecfc787f,0x0bbad437c1a31562fbd3a598380db12a770fabbd,ethereum-mainnet,ethereum-mainnet-base-1,0x8236a87084f8b84306f72007f36f2618a5634494,LBTC,330008,0.00330008,123527.79405671357,407.65,0.027060693837485703,,,0.60,2025-10-05T09:10:59
0x649ab1d5e6d2bc81af13eb6de585965004f65df9adc1f03d660c2761c38c13f4,0x2298d44cfda0ceafe7f5ef5fd587b67d7b9b1fbb,ethereum-mainnet,ethereum-mainnet-base-1,0x8236a87084f8b84306f72007f36f2618a5634494,LBTC,4013700,0.04013700,123527.79405671357,4958.04,0.027060693837485703,,,0.60,2025-10-05T09:15:47
0x0b166bbc2436aae6e6f9fbdea7d7ec25a494e63928fb7df3c6866c38da589aac,0x150fbd973c7438b353409051fec7d4dad0d969cd,ethereum-mainnet,polygon-mainnet,0x54991328ab43c7d5d31c19d1b9fa048e77b5cd16,SOIL,1681003098860000000000,1681.003098860000000000,0.14924248031261808,250.88,0.022546426994706936,,,0.50,2025-10-05T09:25:35
0x6ce97daf256aac8b4939137df432e5d24b6e34c5eb02f93da97a263721bea648,0x023fa838682c115c2cfba96ef3791cb5bd931fc7,ethereum-mainnet,avalanche-mainnet,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,47853872866540925737973,47853.872866540925737973,0.9985849324210031,47786.16,0.022834043748963456,,,0.50,2025-10-05T09:54:59
0x52055f7ca1d93834725b77c31ce75b960584d0e25daaa934400f53a64891fe5c,0x9b7cb24f7ee022fe1c67199fcd99eae415dde47f,ethereum-mainnet,bitcoin-mainnet-bitlayer-1,0x6c76de483f1752ac8473e2b4983a873991e70da7,BTR,1016588060000000000000,1016.588060000000000000,0.08661785997261826,88.05,0.141374678321469244,,,3.11,2025-10-05T10:04:35
0x555bf283ec71d488c581b872f052420cbad0c4637db79b9977ff5b65efd11647,0xe1c14b9f065dead2e89ee35382f8bd42bdb87a04,ethereum-mainnet,avalanche-mainnet,0xa19f5264f7d7be11c451c093d8f92592820bea86,BYTES,360296976938733622806,360.296976938733622806,2.1100000260640934,760.23,0.023388860942818120,,,0.51,2025-10-05T10:14:11
0x008a74ad63cd4a5e0303f10530cc71a1e619e31510f26a467e919869290a9a32,0x2298d44cfda0ceafe7f5ef5fd587b67d7b9b1fbb,ethereum-mainnet,ethereum-mainnet-base-1,0x8236a87084f8b84306f72007f36f2618a5634494,LBTC,100000,0.00100000,123527.79405671357,123.53,0.027060693837485703,,,0.60,2025-10-05T10:17:59
0x9071bc80981e90b1eb23c07d4dbc946d70149e91a3627a3a22c3f542cccf503e,0xf0e6188e5b610e230a04a13f8f3fdb0cebd5e08c,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0xd11c452fc99cf405034ee446803b6f6c1f6d5ed8,tETH,95856945447000000,0.095856945447000000,5504.40968196293,527.64,0.023576547629669393,,,0.52,2025-10-05T10:19:47
0x0766a6db56d1c2201d5f085b5ed16c1ca965523f452085403fc7d0f999062954,0x2298d44cfda0ceafe7f5ef5fd587b67d7b9b1fbb,ethereum-mainnet,ethereum-mainnet-base-1,0x8236a87084f8b84306f72007f36f2618a5634494,LBTC,77769500,0.77769500,123527.79405671357,96066.95,0.027060693837485703,,,0.60,2025-10-05T10:37:59
0x92b1d7321a4e5a47dfb8b66e24a3b41ad5a7efb9b58b188cb420ca359c4cceaa,0x65a8f07bd9a8598e1b5b6c0a88f4779dbc077675,ethereum-mainnet,polygon-mainnet,0x54991328ab43c7d5d31c19d1b9fa048e77b5cd16,SOIL,2852089513683553091584,2852.089513683553091584,0.14924248031261808,425.65,0.022546426994706936,,,0.50,2025-10-05T10:41:35
0x435ac2d0bde7e2e0910f700b900c1b3f2abb7adf34786223256da04facea3152,0x3488d35b470735a3a90e1c13cea5d1041c89c23f,ethereum-mainnet,ethereum-mainnet-base-1,0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,APU,9609336256284162017684472,9609336.256284162017684472,0.00016585896373498457,1593.79,0.022572678841310676,,,0.50,2025-10-05T11:00:59
0xdb0d6082f7a7ae070ff714c7e826c23f3d8a5e6b8ea464ba184e94d4ca81657d,0x622661ab4b6ab93c659e751f47ebb0c6e6ad9f48,ethereum-mainnet,ethereum-mainnet-base-1,0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,APU,3000000000000000000000000,3000000,0.00016585896373498457,497.58,0.022572678841310676,,,0.50,2025-10-05T11:06:47
0x694c230d392b9941a26be806d934d1d703cccb19c4b3726084ad34b1803def72,0x3488d35b470735a3a90e1c13cea5d1041c89c23f,ethereum-mainnet,ethereum-mainnet-base-1,0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,APU,10261675544878102679525696,10261675.544878102679525696,0.00016585896373498457,1701.99,0.022572678841310676,,,0.50,2025-10-05T11:14:35
0xda16b2e4ed2abcf3dec451c3d86d29bcd3d2f35c8382b6944013c7455ecf2506,0x622661ab4b6ab93c659e751f47ebb0c6e6ad9f48,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,APU,3000000000000000000000000,3000000,0.00016585896373498457,497.58,0.023549182334454296,,,0.52,2025-10-05T11:19:35
0xd41bfc52958331f3a91643f38b468027a0703965a95c8cccfc2761292023e75c,0x3488d35b470735a3a90e1c13cea5d1041c89c23f,ethereum-mainnet,ethereum-mainnet-base-1,0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,APU,3473723548259585625472786,3473723.548259585625472786,0.00016585896373498457,576.15,0.022572678841310676,,,0.50,2025-10-05T11:20:11
0x89815e5a86fb4b549d45da275c383dd1ae1f8ec039916494f1e6f2fc3ca12603,0x3488d35b470735a3a90e1c13cea5d1041c89c23f,ethereum-mainnet,ethereum-mainnet-base-1,0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,APU,4424681417337450146230217,4424681.417337450146230217,0.00016585896373498457,733.87,0.022572678841310676,,,0.50,2025-10-05T11:21:59
0x2dc39fca1896ebdff526633ecb24f26c159c0d3bfdef7ce2d5e60f4307f8bdfc,0x3488d35b470735a3a90e1c13cea5d1041c89c23f,ethereum-mainnet,ethereum-mainnet-base-1,0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,APU,4860477202347555953399234,4860477.202347555953399234,0.00016585896373498457,806.15,0.022572678841310676,,,0.50,2025-10-05T11:22:35
0xb343615cd45726cde704c2d6c4e0b1ac8d54d196bf6dbe34e7a9990d614ae6d2,0x3488d35b470735a3a90e1c13cea5d1041c89c23f,ethereum-mainnet,ethereum-mainnet-base-1,0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,APU,6139933001277154445995631,6139933.001277154445995631,0.00016585896373498457,1018.36,0.022572678841310676,,,0.50,2025-10-05T11:25:23
0x2978077a206b45a3dc258cf6f248d5759863c9ded41ec6fc5a1501899f259bc8,0x343b012c4368e3ee48436b0a3267cd5be4f42147,ethereum-mainnet,binance_smart_chain-mainnet,0xda5e1988097297dcdc1f90d4dfe7909e847cbef6,WLFI,15000000000000000000000,15000,0.19954776143363373,2993.22,0.024944942092076473,,,0.55,2025-10-05T11:27:23
0xda152edef464c21dcf887b0f6239334bc07cdade5e3a6ff06cc4734793d1b353,0x622661ab4b6ab93c659e751f47ebb0c6e6ad9f48,ethereum-mainnet,ethereum-mainnet-base-1,0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,APU,2500000000000000000000000,2500000,0.00016585896373498457,414.65,0.022572678841310676,,,0.50,2025-10-05T11:27:47
0x05e31ff286986a02e3fbf8d003d70238b3a7e64ab16a508ceffdf54be94ef658,0xa913b7666d2b554c6bacd3c4f4875dade813baba,ethereum-mainnet,avalanche-mainnet,0x40d16fc0246ad3160ccc09b8d0d3a2cd28ae6c2f,GHO,50009200000000000000000,50009.200000000000000000,0.9985849324210031,49938.43,0.022824724027007800,,,0.50,2025-10-05T11:31:23
0xfe078ac27a08110f8e9840498c15854f0c74a9bddd762f5d17418c7c3c36dcad,0xacdd49252460b4b45afbc129b49642ea6802a2b0,ethereum-mainnet,ronin-mainnet,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,USDC,11500000000,11500,0.9997795333414338,11497.46,0.022440670312057848,,,0.49,2025-10-05T11:33:47
0x4166540aee1231d05c3fbdd4035c96a2a917dfa62f33fb669c3ee991f6283012,0x66598216d8e4d9afe0f06d525b335b762229842f,ethereum-mainnet,ronin-mainnet,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,WETH,2700000000000000,0.002700000000000000,4515.9163421521625,12.19,0.022440930292585468,,,0.49,2025-10-05T11:37:47
0x9ca5fbdf2f5c052a247ff22a99ce76182d42c678af0d330eac591c62d251df11,0x063715c525924fd84f91dd7f169c56a8250e8c6a,ethereum-mainnet,hyperliquid-mainnet,0x6440f144b7e50d6a8439336510312d2f54beb01d,BOLD,10026800000000000000000,10026.800000000000000000,0.9972261805447024,9998.99,0.023363186326484535,,,0.51,2025-10-05T11:56:59
0xe7c9d3999ff879536fc723db2a90c08f832db2d5ca9ecf04d1d17971e0b52ef6,0x949545a9d400cdc177c2fec7f896f2eb35ed640d,ethereum-mainnet,polygon-mainnet,0x2091d83592d79b4de5fd2ce3d98679c32a9555e6,wstPOL,26386944770906644202,26.386944770906644202,,,0.020583152421386901,,,0.45,2025-10-05T12:00:35
0xd54165d7d94498537d5b6b745a2d68a5817de4189368593b1dd5d78dfd66707d,0x83e827d8a15dbea773aa1e036155eced33ca3746,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x80ac24aa929eaf5013f6436cda2a7ba190f5cc0b,syrupUSDC,887545280,887.545280,1.128760238992423,1001.83,0.023549182334454296,,,0.52,2025-10-05T12:05:11
0x360c6713b050f05e68a6922ee698341b608d2d791092fdb4fe21ce9f82a3934e,0x65a8f07bd9a8598e1b5b6c0a88f4779dbc077675,ethereum-mainnet,avalanche-mainnet,0xa19f5264f7d7be11c451c093d8f92592820bea86,BYTES,245965661047712645120,245.965661047712645120,2.1100000260640934,518.99,0.023123229543707977,,,0.51,2025-10-05T12:07:47
0x5f1342df9fc3443caf1970b3415b38a73ccfc85a5964212d5c083a7c986c6338,0x3488d35b470735a3a90e1c13cea5d1041c89c23f,ethereum-mainnet,ethereum-mainnet-base-1,0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,APU,34095936535303027954093423,34095936.535303027954093423,0.00016585896373498457,5655.12,0.022572678841310676,,,0.50,2025-10-05T12:20:23
0x240bce97517e149ca3164d521b540503f8ab7d718e7e665247da4f8faa7af4be,0x65a8f07bd9a8598e1b5b6c0a88f4779dbc077675,ethereum-mainnet,ethereum-mainnet-base-1,0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,APU,5453883221216409339056624,5453883.221216409339056624,0.00016585896373498457,904.58,0.022741074266649473,,,0.50,2025-10-05T12:20:35
0x56e7df7e6ad2bc9738075f9537d76bcab6a2f6b5516da599eeed4c3cd6aa3b31,0x65a8f07bd9a8598e1b5b6c0a88f4779dbc077675,ethereum-mainnet,ethereum-mainnet-base-1,0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,APU,13163813206634730349149567,13163813.206634730349149567,0.00016585896373498457,2183.34,0.022741074266649473,,,0.50,2025-10-05T12:22:11
0x2ad9bb78b8adaaf47ee0fe56dc130f5dd7eb5099d4762378236a7c2b8b5137f3,0x8eb3700c8d02abdfa6c4ca5976c7ba86be34422b,ethereum-mainnet,ethereum-mainnet-base-1,0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,APU,13135452666000000000000000,13135452.666000000000000000,0.00016585896373498457,2178.63,0.022572678841310676,,,0.50,2025-10-05T12:22:23
0x73c9dfb4a98272db0df4322c8b199d5352f86ae4a3b1ebff396ef1a569603fff,0x20ea2f2ecf36bcb6df086d923a120496dc616f76,ethereum-mainnet,ethereum-mainnet-base-1,,,,,,,0.022736913037757676,,,0.50,2025-10-05T12:23:35
0x5159885ea4b3ac24c6e53bdc8c72e3599c3bc6c7dbc18059c17f4de87b9648bc,0xca74f404e0c7bfa35b13b511097df966d5a65597,ethereum-mainnet,ethereum-mainnet-base-1,0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,APU,2716762270369000000000000,2716762.270369000000000000,0.00016585896373498457,450.60,0.022741074266649473,,,0.50,2025-10-05T12:26:11
0xe10dbeafaae2113df80b10daf31ec6e5e0cc47e8b18e9b771aa0d726e1c4ef8e,0x2dd9f095652b60446596f04c81ca19045da16686,ethereum-mainnet,binance_smart_chain-mainnet,0xda5e1988097297dcdc1f90d4dfe7909e847cbef6,WLFI,20000000000000000000000,20000,0.19954776143363373,3990.96,0.024944942092076473,,,0.55,2025-10-05T12:27:35
0x197505b3789c49c18f1707be5ca09c1f6198c2f960973c1443d572936c0b88b5,0xf98c221661f51578f5e5236b189a493e2a8a1916,ethereum-mainnet,gnosis_chain-mainnet,0xb58e61c3098d85632df34eecfb899a1ed80921cb,ZCHF,495904115329034212593,495.904115329034212593,1.2579309823393838,623.81,0.022286061220717836,,,0.49,2025-10-05T12:36:59
0xc7eebecda2184b9cf6955d0a7897b49c12d8b9fcc8e38a918a31c538cbd91104,0xaab44a9bb59ecb56a9fd124c9759db99cea88888,ethereum-mainnet,ethereum-mainnet-base-1,0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,APU,4755634260000000000000000,4755634.260000000000000000,0.00016585896373498457,788.76,0.022741074266649473,,,0.50,2025-10-05T12:39:11
0x171373ca773cdd9a67e2c9795e9415a3fcdfb0892e23f451ba60a5ceb444897e,0x622661ab4b6ab93c659e751f47ebb0c6e6ad9f48,ethereum-mainnet,ethereum-mainnet-base-1,0x594daad7d77592a2b97b725a7ad59d7e188b5bfa,APU,2000000000000000000000000,2000000,0.00016585896373498457,331.72,0.022572678841310676,,,0.50,2025-10-05T12:41:47
0x9ff27f41c61a4af6e542978764ef1eaf0c412b8e2a3f13d6b0ab4a9b10a8ca8e,0x6676463251117c325d62b90a5b8a6cbf4f2028ba,ethereum-mainnet,ethereum-mainnet-arbitrum-1,0x20157dbabb84e3bbfe68c349d0d44e48ae7b5ad2,IBTC,16400,0.00016400,123714.2839359293,20.29,0.023716005624690527,,,0.52,2025-10-05T12:45:23
